CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,seriousness,customer,product,responsible_section,service_level,service_type,support_section,workgroup
Case 3032,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 16049.0, 17321.0]","[nan, 16049.0, 1272.0]","[2.0, 2.0, 2.0]","[32438.0, 48487.0, 49759.0]",Value 1,Value 201,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3032,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 16049.0, 17321.0, 2682607.0]","[nan, 16049.0, 1272.0, 2665286.0]","[2.0, 2.0, 2.0, 5.0]","[32438.0, 48487.0, 49759.0, 36645.0]",Value 1,Value 201,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3033,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[1.0],[31450.0],Value 1,Value 101,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3033,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 8']","[0.0, 17.0]","[nan, 17.0]","[1.0, 1.0]","[31450.0, 31467.0]",Value 1,Value 101,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3033,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 13']","[0.0, 17.0, 1379609.0]","[nan, 17.0, 1379592.0]","[1.0, 1.0, 3.0]","[31450.0, 31467.0, 28659.0]",Value 1,Value 101,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3033,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 13', 'Value 13']","[0.0, 17.0, 1379609.0, 1379732.0]","[nan, 17.0, 1379592.0, 123.0]","[1.0, 1.0, 3.0, 3.0]","[31450.0, 31467.0, 28659.0, 28782.0]",Value 1,Value 101,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3033,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 13', 'Value 13', 'Value 5']","[0.0, 17.0, 1379609.0, 1379732.0, 3715641.0]","[nan, 17.0, 1379592.0, 123.0, 2335909.0]","[1.0, 1.0, 3.0, 3.0, 2.0]","[31450.0, 31467.0, 28659.0, 28782.0, 31891.0]",Value 1,Value 101,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3035,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[45518.0],Value 1,Value 49,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3035,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 1543052.0]","[nan, 1543052.0]","[3.0, 0.0]","[45518.0, 33370.0]",Value 1,Value 49,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3035,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9']","[0.0, 1543052.0, 1543166.0]","[nan, 1543052.0, 114.0]","[3.0, 0.0, 0.0]","[45518.0, 33370.0, 33484.0]",Value 1,Value 49,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3035,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 9', 'Value 9', 'Value 3']","[0.0, 1543052.0, 1543166.0, 2839186.0]","[nan, 1543052.0, 114.0, 1296020.0]","[3.0, 0.0, 0.0, 1.0]","[45518.0, 33370.0, 33484.0, 33504.0]",Value 1,Value 49,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3036,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[47549.0],Value 1,Value 44,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3036,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 2']","[0.0, 67406.0]","[nan, 67406.0]","[3.0, 4.0]","[47549.0, 28555.0]",Value 1,Value 44,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3036,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 2', 'Value 2']","[0.0, 67406.0, 73340.0]","[nan, 67406.0, 5934.0]","[3.0, 4.0, 4.0]","[47549.0, 28555.0, 34489.0]",Value 1,Value 44,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3036,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 8', 'Value 2', 'Value 2', 'Value 2']","[0.0, 67406.0, 73340.0, 352213.0]","[nan, 67406.0, 5934.0, 278873.0]","[3.0, 4.0, 4.0, 0.0]","[47549.0, 28555.0, 34489.0, 54162.0]",Value 1,Value 44,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3036,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 67406.0, 73340.0, 352213.0, 1731324.0]","[nan, 67406.0, 5934.0, 278873.0, 1379111.0]","[3.0, 4.0, 4.0, 0.0, 2.0]","[47549.0, 28555.0, 34489.0, 54162.0, 50873.0]",Value 1,Value 44,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3036,6,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 67406.0, 73340.0, 352213.0, 1731324.0, 4323353.0]","[nan, 67406.0, 5934.0, 278873.0, 1379111.0, 2592029.0]","[3.0, 4.0, 4.0, 0.0, 2.0, 4.0]","[47549.0, 28555.0, 34489.0, 54162.0, 50873.0, 50902.0]",Value 1,Value 44,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3039,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[0.0],[47922.0],Value 1,Value 78,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3039,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 173801.0]","[nan, 173801.0]","[0.0, 2.0]","[47922.0, 48923.0]",Value 1,Value 78,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3039,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 173801.0, 689067.0]","[nan, 173801.0, 515266.0]","[0.0, 2.0, 1.0]","[47922.0, 48923.0, 45789.0]",Value 1,Value 78,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3039,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 173801.0, 689067.0, 2678560.0]","[nan, 173801.0, 515266.0, 1989493.0]","[0.0, 2.0, 1.0, 3.0]","[47922.0, 48923.0, 45789.0, 48082.0]",Value 1,Value 78,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3040,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[47448.0],Value 1,Value 110,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3040,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[0.0, 607346.0]","[nan, 607346.0]","[4.0, 4.0]","[47448.0, 49994.0]",Value 1,Value 110,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3040,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 4', 'Value 2']","[0.0, 607346.0, 865913.0]","[nan, 607346.0, 258567.0]","[4.0, 4.0, 0.0]","[47448.0, 49994.0, 49361.0]",Value 1,Value 110,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3040,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket']","['Value 1', 'Value 4', 'Value 2', 'Value 2']","[0.0, 607346.0, 865913.0, 865913.0]","[nan, 607346.0, 258567.0, 258567.0]","[4.0, 4.0, 0.0, 0.0]","[47448.0, 49994.0, 49361.0, 49361.0]",Value 1,Value 110,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3040,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 4', 'Value 2', 'Value 2', 'Value 5']","[0.0, 607346.0, 865913.0, 865913.0, 2851780.0]","[nan, 607346.0, 258567.0, 258567.0, 1985867.0]","[4.0, 4.0, 0.0, 0.0, 2.0]","[47448.0, 49994.0, 49361.0, 49361.0, 48028.0]",Value 1,Value 110,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3041,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[2.0],[54733.0],Value 1,Value 365,Value 3,Value 4,Value 2,Value 1,Value 3,Value 1
Case 3041,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 1882256.0]","[nan, 1882256.0]","[2.0, 3.0]","[54733.0, 36189.0]",Value 1,Value 365,Value 3,Value 4,Value 2,Value 1,Value 3,Value 1
Case 3041,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 1882256.0, 1882266.0]","[nan, 1882256.0, 10.0]","[2.0, 3.0, 3.0]","[54733.0, 36189.0, 36199.0]",Value 1,Value 365,Value 3,Value 4,Value 2,Value 1,Value 3,Value 1
Case 3041,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 1882256.0, 1882266.0, 4474289.0]","[nan, 1882256.0, 10.0, 2592023.0]","[2.0, 3.0, 3.0, 5.0]","[54733.0, 36189.0, 36199.0, 36222.0]",Value 1,Value 365,Value 3,Value 4,Value 2,Value 1,Value 3,Value 1
Case 3042,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[36684.0],Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 3042,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 15']","[0.0, 249379.0]","[nan, 249379.0]","[4.0, 0.0]","[36684.0, 26863.0]",Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 3042,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 15', 'Value 15']","[0.0, 249379.0, 536286.0]","[nan, 249379.0, 286907.0]","[4.0, 0.0, 3.0]","[36684.0, 26863.0, 54570.0]",Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 3042,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 15', 'Value 15', 'Value 5']","[0.0, 249379.0, 536286.0, 3805798.0]","[nan, 249379.0, 286907.0, 3269512.0]","[4.0, 0.0, 3.0, 6.0]","[36684.0, 26863.0, 54570.0, 40882.0]",Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 3044,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[1.0],[33517.0],Value 1,Value 197,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3044,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 30.0]","[nan, 30.0]","[1.0, 1.0]","[33517.0, 33547.0]",Value 1,Value 197,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3044,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 4']","[0.0, 30.0, 1381598.0]","[nan, 30.0, 1381568.0]","[1.0, 1.0, 3.0]","[33517.0, 33547.0, 32715.0]",Value 1,Value 197,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3044,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 13', 'Value 4', 'Value 3']","[0.0, 30.0, 1381598.0, 2677616.0]","[nan, 30.0, 1381568.0, 1296018.0]","[1.0, 1.0, 3.0, 4.0]","[33517.0, 33547.0, 32715.0, 32733.0]",Value 1,Value 197,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3046,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[28078.0],Value 1,Value 43,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3046,2,"['Assign seriousness', 'Wait']","['Value 1', 'Value 1']","[0.0, 7613.0]","[nan, 7613.0]","[4.0, 4.0]","[28078.0, 35691.0]",Value 1,Value 43,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3046,3,"['Assign seriousness', 'Wait', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 7613.0, 1815237.0]","[nan, 7613.0, 1807624.0]","[4.0, 4.0, 4.0]","[28078.0, 35691.0, 28915.0]",Value 1,Value 43,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3046,4,"['Assign seriousness', 'Wait', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 3']","[0.0, 7613.0, 1815237.0, 3111254.0]","[nan, 7613.0, 1807624.0, 1296017.0]","[4.0, 4.0, 4.0, 5.0]","[28078.0, 35691.0, 28915.0, 28932.0]",Value 1,Value 43,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3048,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[0.0],[27701.0],Value 1,Value 17,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3048,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 265748.0]","[nan, 265748.0]","[0.0, 3.0]","[27701.0, 34249.0]",Value 1,Value 17,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3048,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 15']","[0.0, 265748.0, 268035.0]","[nan, 265748.0, 2287.0]","[0.0, 3.0, 3.0]","[27701.0, 34249.0, 36536.0]",Value 1,Value 17,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3048,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 15', 'Value 15']","[0.0, 265748.0, 268035.0, 268047.0]","[nan, 265748.0, 2287.0, 12.0]","[0.0, 3.0, 3.0, 3.0]","[27701.0, 34249.0, 36536.0, 36548.0]",Value 1,Value 17,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3048,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 13', 'Value 15', 'Value 15', 'Value 5']","[0.0, 265748.0, 268035.0, 268047.0, 2678957.0]","[nan, 265748.0, 2287.0, 12.0, 2410910.0]","[0.0, 3.0, 3.0, 3.0, 3.0]","[27701.0, 34249.0, 36536.0, 36548.0, 28258.0]",Value 1,Value 17,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3049,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[0.0],[50815.0],Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3049,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 17.0]","[nan, 17.0]","[0.0, 0.0]","[50815.0, 50832.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3049,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 8']","[0.0, 17.0, 171.0]","[nan, 17.0, 154.0]","[0.0, 0.0, 0.0]","[50815.0, 50832.0, 50986.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3049,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 8', 'Value 8']","[0.0, 17.0, 171.0, 5580.0]","[nan, 17.0, 154.0, 5409.0]","[0.0, 0.0, 0.0, 0.0]","[50815.0, 50832.0, 50986.0, 56395.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3049,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 8']","[0.0, 17.0, 171.0, 5580.0, 5590.0]","[nan, 17.0, 154.0, 5409.0, 10.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[50815.0, 50832.0, 50986.0, 56395.0, 56405.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3049,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 8']","[0.0, 17.0, 171.0, 5580.0, 5590.0, 1291003.0]","[nan, 17.0, 154.0, 5409.0, 10.0, 1285413.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[50815.0, 50832.0, 50986.0, 56395.0, 56405.0, 45818.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3049,7,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 15']","[0.0, 17.0, 171.0, 5580.0, 5590.0, 1291003.0, 1815536.0]","[nan, 17.0, 154.0, 5409.0, 10.0, 1285413.0, 524533.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[50815.0, 50832.0, 50986.0, 56395.0, 56405.0, 45818.0, 51951.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3049,8,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 15', 'Value 5']","[0.0, 17.0, 171.0, 5580.0, 5590.0, 1291003.0, 1815536.0, 3111559.0]","[nan, 17.0, 154.0, 5409.0, 10.0, 1285413.0, 524533.0, 1296023.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[50815.0, 50832.0, 50986.0, 56395.0, 56405.0, 45818.0, 51951.0, 51974.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3052,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[0.0],[42524.0],Value 1,Value 253,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3052,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 2']","[0.0, 249837.0]","[nan, 249837.0]","[0.0, 3.0]","[42524.0, 33161.0]",Value 1,Value 253,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3052,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 2', 'Value 2']","[0.0, 249837.0, 2168037.0]","[nan, 249837.0, 1918200.0]","[0.0, 3.0, 4.0]","[42524.0, 33161.0, 50561.0]",Value 1,Value 253,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3052,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 2', 'Value 2', 'Value 5']","[0.0, 249837.0, 2168037.0, 3464046.0]","[nan, 249837.0, 1918200.0, 1296009.0]","[0.0, 3.0, 4.0, 5.0]","[42524.0, 33161.0, 50561.0, 50570.0]",Value 1,Value 253,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3053,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[4.0],[49910.0],Value 1,Value 185,Value 2,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3053,2,"['Assign seriousness', 'Resolve ticket']","['Value 2', 'Value 13']","[0.0, 327915.0]","[nan, 327915.0]","[4.0, 1.0]","[49910.0, 32225.0]",Value 1,Value 185,Value 2,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3053,3,"['Assign seriousness', 'Resolve ticket', 'Take in charge ticket']","['Value 2', 'Value 13', 'Value 13']","[0.0, 327915.0, 351280.0]","[nan, 327915.0, 23365.0]","[4.0, 1.0, 1.0]","[49910.0, 32225.0, 55590.0]",Value 1,Value 185,Value 2,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3053,4,"['Assign seriousness', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 13', 'Value 13', 'Value 13']","[0.0, 327915.0, 351280.0, 1813063.0]","[nan, 327915.0, 23365.0, 1461783.0]","[4.0, 1.0, 1.0, 4.0]","[49910.0, 32225.0, 55590.0, 48573.0]",Value 1,Value 185,Value 2,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3053,5,"['Assign seriousness', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 13', 'Value 13', 'Value 13', 'Value 5']","[0.0, 327915.0, 351280.0, 1813063.0, 3109079.0]","[nan, 327915.0, 23365.0, 1461783.0, 1296016.0]","[4.0, 1.0, 1.0, 4.0, 5.0]","[49910.0, 32225.0, 55590.0, 48573.0, 48589.0]",Value 1,Value 185,Value 2,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3054,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[1.0],[53563.0],Value 1,Value 272,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3054,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 37.0]","[nan, 37.0]","[1.0, 1.0]","[53563.0, 53600.0]",Value 1,Value 272,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3054,3,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 2']","[0.0, 37.0, 71467.0]","[nan, 37.0, 71430.0]","[1.0, 1.0, 2.0]","[53563.0, 53600.0, 38630.0]",Value 1,Value 272,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3054,4,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 2', 'Value 2']","[0.0, 37.0, 71467.0, 169791.0]","[nan, 37.0, 71430.0, 98324.0]","[1.0, 1.0, 2.0, 3.0]","[53563.0, 53600.0, 38630.0, 50554.0]",Value 1,Value 272,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3054,5,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 2', 'Value 2', 'Value 2']","[0.0, 37.0, 71467.0, 169791.0, 171284.0]","[nan, 37.0, 71430.0, 98324.0, 1493.0]","[1.0, 1.0, 2.0, 3.0, 3.0]","[53563.0, 53600.0, 38630.0, 50554.0, 52047.0]",Value 1,Value 272,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3054,6,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 37.0, 71467.0, 169791.0, 171284.0, 2678897.0]","[nan, 37.0, 71430.0, 98324.0, 1493.0, 2507613.0]","[1.0, 1.0, 2.0, 3.0, 3.0, 4.0]","[53563.0, 53600.0, 38630.0, 50554.0, 52047.0, 54060.0]",Value 1,Value 272,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3055,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[53611.0],Value 1,Value 63,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3055,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 29.0]","[nan, 29.0]","[3.0, 3.0]","[53611.0, 53640.0]",Value 1,Value 63,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3055,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 13']","[0.0, 29.0, 67782.0]","[nan, 29.0, 67753.0]","[3.0, 3.0, 4.0]","[53611.0, 53640.0, 34993.0]",Value 1,Value 63,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3055,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 13', 'Value 13']","[0.0, 29.0, 67782.0, 684460.0]","[nan, 29.0, 67753.0, 616678.0]","[3.0, 3.0, 4.0, 4.0]","[53611.0, 53640.0, 34993.0, 46871.0]",Value 1,Value 63,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3055,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 13', 'Value 13', 'Value 13']","[0.0, 29.0, 67782.0, 684460.0, 684506.0]","[nan, 29.0, 67753.0, 616678.0, 46.0]","[3.0, 3.0, 4.0, 4.0, 4.0]","[53611.0, 53640.0, 34993.0, 46871.0, 46917.0]",Value 1,Value 63,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3055,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 13', 'Value 13', 'Value 13', 'Value 5']","[0.0, 29.0, 67782.0, 684460.0, 684506.0, 4814829.0]","[nan, 29.0, 67753.0, 616678.0, 46.0, 4130323.0]","[3.0, 3.0, 4.0, 4.0, 4.0, 3.0]","[53611.0, 53640.0, 34993.0, 46871.0, 46917.0, 30040.0]",Value 1,Value 63,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3056,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[42526.0],Value 1,Value 195,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3056,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 1284127.0]","[nan, 1284127.0]","[1.0, 2.0]","[42526.0, 30653.0]",Value 1,Value 195,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3056,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 1284127.0, 1376397.0]","[nan, 1284127.0, 92270.0]","[1.0, 2.0, 3.0]","[42526.0, 30653.0, 36523.0]",Value 1,Value 195,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3056,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 3']","[0.0, 1284127.0, 1376397.0, 2672415.0]","[nan, 1284127.0, 92270.0, 1296018.0]","[1.0, 2.0, 3.0, 4.0]","[42526.0, 30653.0, 36523.0, 36541.0]",Value 1,Value 195,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
