case:concept:name,prefix_length,concept:name,org:resource,org:role,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,case:Amount
declaration 134679,9,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 3.0, 5823.0, 12360.0, 12363.0, 17307.0, 96658.0, 96659.0, 204664.0]","[nan, 3.0, 5820.0, 6537.0, 3.0, 4944.0, 79351.0, 1.0, 108005.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 3.0]","[31229.0, 31232.0, 37052.0, 43589.0, 43592.0, 48536.0, 41487.0, 41488.0, 63093.0]",56.11690564674964
declaration 134688,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[43074.0],50.44363726410025
declaration 134688,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 24.0]","[nan, 24.0]","[1.0, 1.0]","[43074.0, 43098.0]",50.44363726410025
declaration 134688,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 24.0, 7562.0]","[nan, 24.0, 7538.0]","[1.0, 1.0, 1.0]","[43074.0, 43098.0, 50636.0]",50.44363726410025
declaration 134688,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 24.0, 7562.0, 271224.0]","[nan, 24.0, 7538.0, 263662.0]","[1.0, 1.0, 1.0, 4.0]","[43074.0, 43098.0, 50636.0, 55098.0]",50.44363726410025
declaration 134688,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 24.0, 7562.0, 271224.0, 538412.0]","[nan, 24.0, 7538.0, 263662.0, 267188.0]","[1.0, 1.0, 1.0, 4.0, 0.0]","[43074.0, 43098.0, 50636.0, 55098.0, 63086.0]",50.44363726410025
declaration 134693,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[46358.0],44.13822064923649
declaration 134693,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 4.0]","[nan, 4.0]","[1.0, 1.0]","[46358.0, 46362.0]",44.13822064923649
declaration 134693,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 4.0, 178546.0]","[nan, 4.0, 178542.0]","[1.0, 1.0, 3.0]","[46358.0, 46362.0, 52104.0]",44.13822064923649
declaration 134693,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 4.0, 178546.0, 625719.0]","[nan, 4.0, 178542.0, 447173.0]","[1.0, 1.0, 3.0, 1.0]","[46358.0, 46362.0, 52104.0, 67277.0]",44.13822064923649
declaration 134693,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 4.0, 178546.0, 625719.0, 686750.0]","[nan, 4.0, 178542.0, 447173.0, 61031.0]","[1.0, 1.0, 3.0, 1.0, 2.0]","[46358.0, 46362.0, 52104.0, 67277.0, 41908.0]",44.13822064923649
declaration 134693,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 4.0, 178546.0, 625719.0, 686750.0, 794309.0]","[nan, 4.0, 178542.0, 447173.0, 61031.0, 107559.0]","[1.0, 1.0, 3.0, 1.0, 2.0, 3.0]","[46358.0, 46362.0, 52104.0, 67277.0, 41908.0, 63067.0]",44.13822064923649
declaration 134704,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[55208.0],22.437496462243978
declaration 134704,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 1.0]","[nan, 1.0]","[1.0, 1.0]","[55208.0, 55209.0]",22.437496462243978
declaration 134704,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 1.0, 196.0]","[nan, 1.0, 195.0]","[1.0, 1.0, 1.0]","[55208.0, 55209.0, 55404.0]",22.437496462243978
declaration 134704,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 1.0, 196.0, 590599.0]","[nan, 1.0, 195.0, 590403.0]","[1.0, 1.0, 1.0, 1.0]","[55208.0, 55209.0, 55404.0, 41007.0]",22.437496462243978
declaration 134704,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 1.0, 196.0, 590599.0, 785459.0]","[nan, 1.0, 195.0, 590403.0, 194860.0]","[1.0, 1.0, 1.0, 1.0, 3.0]","[55208.0, 55209.0, 55404.0, 41007.0, 63067.0]",22.437496462243978
declaration 134709,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[32190.0],27.328152936070712
declaration 134709,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 483.0]","[nan, 483.0]","[0.0, 0.0]","[32190.0, 32673.0]",27.328152936070712
declaration 134709,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE']","[0.0, 483.0, 15674.0]","[nan, 483.0, 15191.0]","[0.0, 0.0, 0.0]","[32190.0, 32673.0, 47864.0]",27.328152936070712
declaration 134709,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 483.0, 15674.0, 18264.0]","[nan, 483.0, 15191.0, 2590.0]","[0.0, 0.0, 0.0, 0.0]","[32190.0, 32673.0, 47864.0, 50454.0]",27.328152936070712
declaration 134709,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 483.0, 15674.0, 18264.0, 18274.0]","[nan, 483.0, 15191.0, 2590.0, 10.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[32190.0, 32673.0, 47864.0, 50454.0, 50464.0]",27.328152936070712
declaration 134709,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 483.0, 15674.0, 18264.0, 18274.0, 110137.0]","[nan, 483.0, 15191.0, 2590.0, 10.0, 91863.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[32190.0, 32673.0, 47864.0, 50454.0, 50464.0, 55927.0]",27.328152936070712
declaration 134709,7,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 483.0, 15674.0, 18264.0, 18274.0, 110137.0, 259631.0]","[nan, 483.0, 15191.0, 2590.0, 10.0, 91863.0, 149494.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0]","[32190.0, 32673.0, 47864.0, 50454.0, 50464.0, 55927.0, 32621.0]",27.328152936070712
declaration 134709,8,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 483.0, 15674.0, 18264.0, 18274.0, 110137.0, 259631.0, 635683.0]","[nan, 483.0, 15191.0, 2590.0, 10.0, 91863.0, 149494.0, 376052.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 0.0]","[32190.0, 32673.0, 47864.0, 50454.0, 50464.0, 55927.0, 32621.0, 63073.0]",27.328152936070712
declaration 134717,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[32465.0],55.7065184038086
declaration 134717,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 181.0]","[nan, 181.0]","[0.0, 0.0]","[32465.0, 32646.0]",55.7065184038086
declaration 134717,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 181.0, 85465.0]","[nan, 181.0, 85284.0]","[0.0, 0.0, 1.0]","[32465.0, 32646.0, 31530.0]",55.7065184038086
declaration 134717,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 181.0, 85465.0, 258022.0]","[nan, 181.0, 85284.0, 172557.0]","[0.0, 0.0, 1.0, 3.0]","[32465.0, 32646.0, 31530.0, 31287.0]",55.7065184038086
declaration 134717,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 181.0, 85465.0, 258022.0, 635408.0]","[nan, 181.0, 85284.0, 172557.0, 377386.0]","[0.0, 0.0, 1.0, 3.0, 0.0]","[32465.0, 32646.0, 31530.0, 31287.0, 63073.0]",55.7065184038086
declaration 134722,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[38111.0],50.92840910996156
declaration 134722,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 32.0]","[nan, 32.0]","[1.0, 1.0]","[38111.0, 38143.0]",50.92840910996156
declaration 134722,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 32.0, 5797.0]","[nan, 32.0, 5765.0]","[1.0, 1.0, 1.0]","[38111.0, 38143.0, 43908.0]",50.92840910996156
declaration 134722,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 32.0, 5797.0, 170513.0]","[nan, 32.0, 5765.0, 164716.0]","[1.0, 1.0, 1.0, 3.0]","[38111.0, 38143.0, 43908.0, 35824.0]",50.92840910996156
declaration 134722,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 32.0, 5797.0, 170513.0, 543362.0]","[nan, 32.0, 5765.0, 164716.0, 372849.0]","[1.0, 1.0, 1.0, 3.0, 0.0]","[38111.0, 38143.0, 43908.0, 35824.0, 63073.0]",50.92840910996156
declaration 134727,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[59529.0],43.67965569838567
declaration 134727,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 1193642.0]","[nan, 1193642.0]","[1.0, 1.0]","[59529.0, 43571.0]",43.67965569838567
declaration 134727,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE']","[0.0, 1193642.0, 1199374.0]","[nan, 1193642.0, 5732.0]","[1.0, 1.0, 1.0]","[59529.0, 43571.0, 49303.0]",43.67965569838567
declaration 134727,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 1193642.0, 1199374.0, 1201926.0]","[nan, 1193642.0, 5732.0, 2552.0]","[1.0, 1.0, 1.0, 1.0]","[59529.0, 43571.0, 49303.0, 51855.0]",43.67965569838567
declaration 134727,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 1193642.0, 1199374.0, 1201926.0, 1201941.0]","[nan, 1193642.0, 5732.0, 2552.0, 15.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[59529.0, 43571.0, 49303.0, 51855.0, 51870.0]",43.67965569838567
declaration 134727,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 1193642.0, 1199374.0, 1201926.0, 1201941.0, 1203672.0]","[nan, 1193642.0, 5732.0, 2552.0, 15.0, 1731.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[59529.0, 43571.0, 49303.0, 51855.0, 51870.0, 53601.0]",43.67965569838567
declaration 134727,7,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 1193642.0, 1199374.0, 1201926.0, 1201941.0, 1203672.0, 2065120.0]","[nan, 1193642.0, 5732.0, 2552.0, 15.0, 1731.0, 861448.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4.0]","[59529.0, 43571.0, 49303.0, 51855.0, 51870.0, 53601.0, 51049.0]",43.67965569838567
declaration 134727,8,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 1193642.0, 1199374.0, 1201926.0, 1201941.0, 1203672.0, 2065120.0, 2336355.0]","[nan, 1193642.0, 5732.0, 2552.0, 15.0, 1731.0, 861448.0, 271235.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4.0, 0.0]","[59529.0, 43571.0, 49303.0, 51855.0, 51870.0, 53601.0, 51049.0, 63084.0]",43.67965569838567
declaration 134735,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[69914.0],43.79349019509739
declaration 134735,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 259.0]","[nan, 259.0]","[1.0, 1.0]","[69914.0, 70173.0]",43.79349019509739
declaration 134735,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 259.0, 46110.0]","[nan, 259.0, 45851.0]","[1.0, 1.0, 2.0]","[69914.0, 70173.0, 29624.0]",43.79349019509739
declaration 134735,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 259.0, 46110.0, 61338.0]","[nan, 259.0, 45851.0, 15228.0]","[1.0, 1.0, 2.0, 2.0]","[69914.0, 70173.0, 29624.0, 44852.0]",43.79349019509739
declaration 134735,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 259.0, 46110.0, 61338.0, 558626.0]","[nan, 259.0, 45851.0, 15228.0, 497288.0]","[1.0, 1.0, 2.0, 2.0, 1.0]","[69914.0, 70173.0, 29624.0, 44852.0, 23740.0]",43.79349019509739
declaration 134735,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 259.0, 46110.0, 61338.0, 558626.0, 770761.0]","[nan, 259.0, 45851.0, 15228.0, 497288.0, 212135.0]","[1.0, 1.0, 2.0, 2.0, 1.0, 3.0]","[69914.0, 70173.0, 29624.0, 44852.0, 23740.0, 63075.0]",43.79349019509739
declaration 134754,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[6.0],[46373.0],20.175174053997925
declaration 134754,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 6.0]","[nan, 6.0]","[6.0, 6.0]","[46373.0, 46379.0]",20.175174053997925
declaration 134754,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 6.0, 74976.0]","[nan, 6.0, 74970.0]","[6.0, 6.0, 0.0]","[46373.0, 46379.0, 34949.0]",20.175174053997925
declaration 134754,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration REJECTED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 6.0, 74976.0, 424219.0]","[nan, 6.0, 74970.0, 349243.0]","[6.0, 6.0, 0.0, 4.0]","[46373.0, 46379.0, 34949.0, 38592.0]",20.175174053997925
