CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,seriousness,product,responsible_section,service_level,service_type,support_section,workgroup
Case 3290,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 83964.0]","[nan, 83964.0]","[3.0, 4.0]","[49077.0, 46641.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3290,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9']","[0.0, 83964.0, 85993.0]","[nan, 83964.0, 2029.0]","[3.0, 4.0, 4.0]","[49077.0, 46641.0, 48670.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3292,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[0.0],[51067.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3292,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[0.0, 3681.0]","[nan, 3681.0]","[0.0, 0.0]","[51067.0, 54748.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3292,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 9', 'Value 9', 'Value 9']","[0.0, 3681.0, 3803.0]","[nan, 3681.0, 122.0]","[0.0, 0.0, 0.0]","[51067.0, 54748.0, 54870.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3292,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 3681.0, 3803.0, 64044.0]","[nan, 3681.0, 122.0, 60241.0]","[0.0, 0.0, 0.0, 1.0]","[51067.0, 54748.0, 54870.0, 28711.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3292,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 3681.0, 3803.0, 64044.0, 64087.0]","[nan, 3681.0, 122.0, 60241.0, 43.0]","[0.0, 0.0, 0.0, 1.0, 1.0]","[51067.0, 54748.0, 54870.0, 28711.0, 28754.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3293,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[30895.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3293,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 9']","[0.0, 96650.0]","[nan, 96650.0]","[0.0, 1.0]","[30895.0, 41145.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3293,3,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9']","[0.0, 96650.0, 96651.0]","[nan, 96650.0, 1.0]","[0.0, 1.0, 1.0]","[30895.0, 41145.0, 41146.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3296,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[0.0],[53164.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3296,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 2']","[0.0, 1213913.0]","[nan, 1213913.0]","[0.0, 0.0]","[53164.0, 57477.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3296,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 2', 'Value 2']","[0.0, 1213913.0, 1213920.0]","[nan, 1213913.0, 7.0]","[0.0, 0.0, 0.0]","[53164.0, 57477.0, 57484.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3296,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 2', 'Value 2', 'Value 2']","[0.0, 1213913.0, 1213920.0, 1809710.0]","[nan, 1213913.0, 7.0, 595790.0]","[0.0, 0.0, 0.0, 0.0]","[53164.0, 57477.0, 57484.0, 48474.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3297,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[41633.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3297,2,"['Assign seriousness', 'Assign seriousness']","['Value 1', 'Value 2']","[0.0, 508074.0]","[nan, 508074.0]","[1.0, 0.0]","[41633.0, 31307.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3297,3,"['Assign seriousness', 'Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2']","[0.0, 508074.0, 508095.0]","[nan, 508074.0, 21.0]","[1.0, 0.0, 0.0]","[41633.0, 31307.0, 31328.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3299,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[38957.0],Value 1,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3299,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 8.0]","[nan, 8.0]","[0.0, 0.0]","[38957.0, 38965.0]",Value 1,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3299,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 8.0, 6414.0]","[nan, 8.0, 6406.0]","[0.0, 0.0, 0.0]","[38957.0, 38965.0, 45371.0]",Value 1,Value 12,Value 1,Value 2,Value 1,Value 1,Value 1
Case 33,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[0.0],[48168.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 33,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 14']","[0.0, 1301458.0]","[nan, 1301458.0]","[0.0, 1.0]","[48168.0, 53626.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 33,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 14', 'Value 14']","[0.0, 1301458.0, 1371377.0]","[nan, 1301458.0, 69919.0]","[0.0, 1.0, 2.0]","[48168.0, 53626.0, 37145.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 330,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[1.0],[54446.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 330,2,"['Assign seriousness', 'Assign seriousness']","['Value 2', 'Value 2']","[0.0, 148779.0]","[nan, 148779.0]","[1.0, 3.0]","[54446.0, 30425.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 330,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 148779.0, 242685.0]","[nan, 148779.0, 93906.0]","[1.0, 3.0, 4.0]","[54446.0, 30425.0, 37931.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 330,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 148779.0, 242685.0, 254856.0]","[nan, 148779.0, 93906.0, 12171.0]","[1.0, 3.0, 4.0, 4.0]","[54446.0, 30425.0, 37931.0, 50102.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 330,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 148779.0, 242685.0, 254856.0, 255590.0]","[nan, 148779.0, 93906.0, 12171.0, 734.0]","[1.0, 3.0, 4.0, 4.0, 4.0]","[54446.0, 30425.0, 37931.0, 50102.0, 50836.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3300,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[1.0],[26135.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3300,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 4']","[0.0, 86483.0]","[nan, 86483.0]","[1.0, 2.0]","[26135.0, 26218.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3300,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 4', 'Value 4']","[0.0, 86483.0, 113314.0]","[nan, 86483.0, 26831.0]","[1.0, 2.0, 2.0]","[26135.0, 26218.0, 53049.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3303,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[47742.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3303,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 1196947.0]","[nan, 1196947.0]","[3.0, 3.0]","[47742.0, 35089.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3303,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 2', 'Value 2']","[0.0, 1196947.0, 1211770.0]","[nan, 1196947.0, 14823.0]","[3.0, 3.0, 3.0]","[47742.0, 35089.0, 49912.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3303,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2', 'Value 2']","[0.0, 1196947.0, 1211770.0, 3098056.0]","[nan, 1196947.0, 14823.0, 1886286.0]","[3.0, 3.0, 3.0, 4.0]","[47742.0, 35089.0, 49912.0, 35398.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3304,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[44428.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3304,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 230.0]","[nan, 230.0]","[3.0, 3.0]","[44428.0, 44658.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3304,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 9']","[0.0, 230.0, 1555651.0]","[nan, 230.0, 1555421.0]","[3.0, 3.0, 0.0]","[44428.0, 44658.0, 44879.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3304,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 9']","[0.0, 230.0, 1555651.0, 2324571.0]","[nan, 230.0, 1555421.0, 768920.0]","[3.0, 3.0, 0.0, 2.0]","[44428.0, 44658.0, 44879.0, 36199.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3304,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 9', 'Value 9']","[0.0, 230.0, 1555651.0, 2324571.0, 2324582.0]","[nan, 230.0, 1555421.0, 768920.0, 11.0]","[3.0, 3.0, 0.0, 2.0, 2.0]","[44428.0, 44658.0, 44879.0, 36199.0, 36210.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3305,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[4.0],[41257.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3305,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 939024.0]","[nan, 939024.0]","[4.0, 1.0]","[41257.0, 29881.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3305,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 21']","[0.0, 939024.0, 2693978.0]","[nan, 939024.0, 1754954.0]","[4.0, 1.0, 0.0]","[41257.0, 29881.0, 56835.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3306,1,['Assign seriousness'],['Value 7'],[0.0],[nan],[1.0],[56203.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3306,2,"['Assign seriousness', 'Take in charge ticket']","['Value 7', 'Value 2']","[0.0, 77840.0]","[nan, 77840.0]","[1.0, 2.0]","[56203.0, 47643.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3306,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 7', 'Value 2', 'Value 2']","[0.0, 77840.0, 77896.0]","[nan, 77840.0, 56.0]","[1.0, 2.0, 2.0]","[56203.0, 47643.0, 47699.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3307,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[2.0],[50751.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3307,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 439470.0]","[nan, 439470.0]","[2.0, 0.0]","[50751.0, 58221.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3307,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 13', 'Value 13', 'Value 13']","[0.0, 439470.0, 1362038.0]","[nan, 439470.0, 922568.0]","[2.0, 0.0, 4.0]","[50751.0, 58221.0, 30389.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3307,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 13', 'Value 13']","[0.0, 439470.0, 1362038.0, 1630853.0]","[nan, 439470.0, 922568.0, 268815.0]","[2.0, 0.0, 4.0, 0.0]","[50751.0, 58221.0, 30389.0, 40004.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3308,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[2.0],[33627.0],Value 1,Value 2,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3308,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 6']","[0.0, 717368.0]","[nan, 717368.0]","[2.0, 3.0]","[33627.0, 59795.0]",Value 1,Value 2,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3308,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 6', 'Value 12']","[0.0, 717368.0, 799901.0]","[nan, 717368.0, 82533.0]","[2.0, 3.0, 4.0]","[33627.0, 59795.0, 55928.0]",Value 1,Value 2,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3308,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 8', 'Value 6', 'Value 12', 'Value 12']","[0.0, 717368.0, 799901.0, 1408494.0]","[nan, 717368.0, 82533.0, 608593.0]","[2.0, 3.0, 4.0, 4.0]","[33627.0, 59795.0, 55928.0, 59721.0]",Value 1,Value 2,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3309,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[43606.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3309,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 244430.0]","[nan, 244430.0]","[0.0, 3.0]","[43606.0, 28836.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3309,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 2']","[0.0, 244430.0, 1537378.0]","[nan, 244430.0, 1292948.0]","[0.0, 3.0, 4.0]","[43606.0, 28836.0, 25784.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3309,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 2', 'Value 2']","[0.0, 244430.0, 1537378.0, 1537379.0]","[nan, 244430.0, 1292948.0, 1.0]","[0.0, 3.0, 4.0, 4.0]","[43606.0, 28836.0, 25784.0, 25785.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 331,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[53248.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 331,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 851910.0]","[nan, 851910.0]","[4.0, 0.0]","[53248.0, 41158.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 331,3,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade']","['Value 1', 'Value 2', 'Value 2']","[0.0, 851910.0, 1198234.0]","[nan, 851910.0, 346324.0]","[4.0, 0.0, 4.0]","[53248.0, 41158.0, 41882.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 331,4,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2', 'Value 2']","[0.0, 851910.0, 1198234.0, 2416863.0]","[nan, 851910.0, 346324.0, 1218629.0]","[4.0, 0.0, 4.0, 4.0]","[53248.0, 41158.0, 41882.0, 50911.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3310,1,['Assign seriousness'],['Value 7'],[0.0],[nan],[2.0],[46258.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3310,2,"['Assign seriousness', 'Take in charge ticket']","['Value 7', 'Value 7']","[0.0, 163138.0]","[nan, 163138.0]","[2.0, 4.0]","[46258.0, 36596.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3310,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 7', 'Value 7', 'Value 2']","[0.0, 163138.0, 790535.0]","[nan, 163138.0, 627397.0]","[2.0, 4.0, 4.0]","[46258.0, 36596.0, 59193.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3313,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[53827.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3313,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 432985.0]","[nan, 432985.0]","[4.0, 2.0]","[53827.0, 54812.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3313,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2']","[0.0, 432985.0, 1012388.0]","[nan, 432985.0, 579403.0]","[4.0, 2.0, 2.0]","[53827.0, 54812.0, 29415.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3314,1,['Assign seriousness'],['Value 18'],[0.0],[nan],[3.0],[45018.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3314,2,"['Assign seriousness', 'Take in charge ticket']","['Value 18', 'Value 20']","[0.0, 91635.0]","[nan, 91635.0]","[3.0, 4.0]","[45018.0, 50253.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3314,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 18', 'Value 20', 'Value 20']","[0.0, 91635.0, 95753.0]","[nan, 91635.0, 4118.0]","[3.0, 4.0, 4.0]","[45018.0, 50253.0, 54371.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3314,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 18', 'Value 20', 'Value 20', 'Value 20']","[0.0, 91635.0, 95753.0, 1538342.0]","[nan, 91635.0, 4118.0, 1442589.0]","[3.0, 4.0, 4.0, 0.0]","[45018.0, 50253.0, 54371.0, 28160.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3315,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[4.0],[51242.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3315,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 9']","[0.0, 1188817.0]","[nan, 1188817.0]","[4.0, 4.0]","[51242.0, 30459.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3315,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 9', 'Value 9']","[0.0, 1188817.0, 1557506.0]","[nan, 1188817.0, 368689.0]","[4.0, 4.0, 1.0]","[51242.0, 30459.0, 53548.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3317,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[4.0],[31047.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3317,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 9']","[0.0, 1775.0]","[nan, 1775.0]","[4.0, 4.0]","[31047.0, 32822.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3317,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 9', 'Value 9']","[0.0, 1775.0, 22807.0]","[nan, 1775.0, 21032.0]","[4.0, 4.0, 4.0]","[31047.0, 32822.0, 53854.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3319,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[3.0],[63577.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3319,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 2386867.0]","[nan, 2386867.0]","[3.0, 3.0]","[63577.0, 31244.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3319,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 2386867.0, 2764220.0]","[nan, 2386867.0, 377353.0]","[3.0, 3.0, 0.0]","[63577.0, 31244.0, 62997.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 332,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[3.0],[40858.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 332,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 38.0]","[nan, 38.0]","[3.0, 3.0]","[40858.0, 40896.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 332,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 2', 'Value 2']","[0.0, 38.0, 10857.0]","[nan, 38.0, 10819.0]","[3.0, 3.0, 3.0]","[40858.0, 40896.0, 51715.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 332,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 38.0, 10857.0, 3364221.0]","[nan, 38.0, 10819.0, 3353364.0]","[3.0, 3.0, 3.0, 0.0]","[40858.0, 40896.0, 51715.0, 35479.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3320,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[38533.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3320,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 10.0]","[nan, 10.0]","[3.0, 3.0]","[38533.0, 38543.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3320,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 10.0, 78836.0]","[nan, 10.0, 78826.0]","[3.0, 3.0, 4.0]","[38533.0, 38543.0, 30969.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3321,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[51926.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3321,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[0.0, 438393.0]","[nan, 438393.0]","[2.0, 0.0]","[51926.0, 58319.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3321,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 13', 'Value 13']","[0.0, 438393.0, 1211903.0]","[nan, 438393.0, 773510.0]","[2.0, 0.0, 2.0]","[51926.0, 58319.0, 54229.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3322,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[30623.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3322,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[0.0, 7979.0]","[nan, 7979.0]","[3.0, 3.0]","[30623.0, 38602.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3322,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 4', 'Value 1']","[0.0, 7979.0, 10107.0]","[nan, 7979.0, 2128.0]","[3.0, 3.0, 3.0]","[30623.0, 38602.0, 40730.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3322,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 1', 'Value 4', 'Value 1', 'Value 1']","[0.0, 7979.0, 10107.0, 12256.0]","[nan, 7979.0, 2128.0, 2149.0]","[3.0, 3.0, 3.0, 3.0]","[30623.0, 38602.0, 40730.0, 42879.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3322,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 4', 'Value 1', 'Value 1', 'Value 4']","[0.0, 7979.0, 10107.0, 12256.0, 349433.0]","[nan, 7979.0, 2128.0, 2149.0, 337177.0]","[3.0, 3.0, 3.0, 3.0, 0.0]","[30623.0, 38602.0, 40730.0, 42879.0, 34456.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3323,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[4.0],[56953.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3323,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[0.0, 7.0]","[nan, 7.0]","[4.0, 4.0]","[56953.0, 56960.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
