case:concept:name,prefix_length,concept:name,org:resource,org:role,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,case:BudgetNumber,case:DeclarationNumber,case:Amount
declaration 119998,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 79.0, 1060219.0]","[nan, 79.0, 1060140.0]","[3.0, 3.0, 1.0]","[33845.0, 33924.0, 57264.0]",budget 86566,declaration number 119999,27.593169907909125
declaration 119998,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 79.0, 1060219.0, 1207540.0]","[nan, 79.0, 1060140.0, 147321.0]","[3.0, 3.0, 1.0, 3.0]","[33845.0, 33924.0, 57264.0, 31785.0]",budget 86566,declaration number 119999,27.593169907909125
declaration 119998,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 79.0, 1060219.0, 1207540.0, 1247268.0]","[nan, 79.0, 1060140.0, 147321.0, 39728.0]","[3.0, 3.0, 1.0, 3.0, 3.0]","[33845.0, 33924.0, 57264.0, 31785.0, 71513.0]",budget 86566,declaration number 119999,27.593169907909125
declaration 119998,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 79.0, 1060219.0, 1207540.0, 1247268.0, 1584439.0]","[nan, 79.0, 1060140.0, 147321.0, 39728.0, 337171.0]","[3.0, 3.0, 1.0, 3.0, 3.0, 0.0]","[33845.0, 33924.0, 57264.0, 31785.0, 71513.0, 63084.0]",budget 86566,declaration number 119999,27.593169907909125
declaration 118395,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[34528.0],budget 86566,declaration number 118396,58.12572998576599
declaration 118395,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 242.0]","[nan, 242.0]","[3.0, 3.0]","[34528.0, 34770.0]",budget 86566,declaration number 118396,58.12572998576599
declaration 118395,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 242.0, 1059328.0]","[nan, 242.0, 1059086.0]","[3.0, 3.0, 1.0]","[34528.0, 34770.0, 57056.0]",budget 86566,declaration number 118396,58.12572998576599
declaration 118395,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 242.0, 1059328.0, 1205963.0]","[nan, 242.0, 1059086.0, 146635.0]","[3.0, 3.0, 1.0, 3.0]","[34528.0, 34770.0, 57056.0, 30891.0]",budget 86566,declaration number 118396,58.12572998576599
declaration 118395,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 242.0, 1059328.0, 1205963.0, 1583756.0]","[nan, 242.0, 1059086.0, 146635.0, 377793.0]","[3.0, 3.0, 1.0, 3.0, 0.0]","[34528.0, 34770.0, 57056.0, 30891.0, 63084.0]",budget 86566,declaration number 118396,58.12572998576599
declaration 114158,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[38466.0],budget 86566,declaration number 114159,30.57994151845269
declaration 114158,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 117.0]","[nan, 117.0]","[3.0, 3.0]","[38466.0, 38583.0]",budget 86566,declaration number 114159,30.57994151845269
declaration 114158,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 117.0, 16945.0]","[nan, 117.0, 16828.0]","[3.0, 3.0, 3.0]","[38466.0, 38583.0, 55411.0]",budget 86566,declaration number 114159,30.57994151845269
declaration 114158,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 117.0, 16945.0, 426633.0]","[nan, 117.0, 16828.0, 409688.0]","[3.0, 3.0, 3.0, 1.0]","[38466.0, 38583.0, 55411.0, 33099.0]",budget 86566,declaration number 114159,30.57994151845269
declaration 114158,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 117.0, 16945.0, 426633.0, 629427.0]","[nan, 117.0, 16828.0, 409688.0, 202794.0]","[3.0, 3.0, 3.0, 1.0, 3.0]","[38466.0, 38583.0, 55411.0, 33099.0, 63093.0]",budget 86566,declaration number 114159,30.57994151845269
declaration 126637,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[38707.0],budget 86566,declaration number 126638,792.9355225209991
declaration 126637,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 9.0]","[nan, 9.0]","[3.0, 3.0]","[38707.0, 38716.0]",budget 86566,declaration number 126638,792.9355225209991
declaration 126637,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 9.0, 353959.0]","[nan, 9.0, 353950.0]","[3.0, 3.0, 0.0]","[38707.0, 38716.0, 47066.0]",budget 86566,declaration number 126638,792.9355225209991
declaration 126637,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 9.0, 353959.0, 421970.0]","[nan, 9.0, 353950.0, 68011.0]","[3.0, 3.0, 0.0, 1.0]","[38707.0, 38716.0, 47066.0, 28677.0]",budget 86566,declaration number 126638,792.9355225209991
declaration 126637,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 9.0, 353959.0, 421970.0, 445618.0]","[nan, 9.0, 353950.0, 68011.0, 23648.0]","[3.0, 3.0, 0.0, 1.0, 1.0]","[38707.0, 38716.0, 47066.0, 28677.0, 52325.0]",budget 86566,declaration number 126638,792.9355225209991
declaration 126637,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 9.0, 353959.0, 421970.0, 445618.0, 629186.0]","[nan, 9.0, 353950.0, 68011.0, 23648.0, 183568.0]","[3.0, 3.0, 0.0, 1.0, 1.0, 3.0]","[38707.0, 38716.0, 47066.0, 28677.0, 52325.0, 63093.0]",budget 86566,declaration number 126638,792.9355225209991
declaration 114169,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[42321.0],budget 86566,declaration number 114170,103.9553702737209
declaration 114169,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 840.0]","[nan, 840.0]","[3.0, 3.0]","[42321.0, 43161.0]",budget 86566,declaration number 114170,103.9553702737209
declaration 114169,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 840.0, 13024.0]","[nan, 840.0, 12184.0]","[3.0, 3.0, 3.0]","[42321.0, 43161.0, 55345.0]",budget 86566,declaration number 114170,103.9553702737209
declaration 114169,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 840.0, 13024.0, 581399.0]","[nan, 840.0, 12184.0, 568375.0]","[3.0, 3.0, 3.0, 3.0]","[42321.0, 43161.0, 55345.0, 18920.0]",budget 86566,declaration number 114170,103.9553702737209
declaration 114169,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 840.0, 13024.0, 581399.0, 4836804.0]","[nan, 840.0, 12184.0, 568375.0, 4255405.0]","[3.0, 3.0, 3.0, 3.0, 3.0]","[42321.0, 43161.0, 55345.0, 18920.0, 40725.0]",budget 86566,declaration number 114170,103.9553702737209
declaration 114169,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 840.0, 13024.0, 581399.0, 4836804.0, 5204756.0]","[nan, 840.0, 12184.0, 568375.0, 4255405.0, 367952.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 0.0]","[42321.0, 43161.0, 55345.0, 18920.0, 40725.0, 63077.0]",budget 86566,declaration number 114170,103.9553702737209
declaration 117568,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[43270.0],budget 86566,declaration number 117569,35.105724423401284
declaration 117568,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 3.0]","[nan, 3.0]","[3.0, 3.0]","[43270.0, 43273.0]",budget 86566,declaration number 117569,35.105724423401284
declaration 117568,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 3.0, 339077.0]","[nan, 3.0, 339074.0]","[3.0, 3.0, 0.0]","[43270.0, 43273.0, 36747.0]",budget 86566,declaration number 117569,35.105724423401284
declaration 117568,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 3.0, 339077.0, 594821.0]","[nan, 3.0, 339074.0, 255744.0]","[3.0, 3.0, 0.0, 3.0]","[43270.0, 43273.0, 36747.0, 33291.0]",budget 86566,declaration number 117569,35.105724423401284
declaration 117568,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 3.0, 339077.0, 594821.0, 970215.0]","[nan, 3.0, 339074.0, 255744.0, 375394.0]","[3.0, 3.0, 0.0, 3.0, 0.0]","[43270.0, 43273.0, 36747.0, 33291.0, 63085.0]",budget 86566,declaration number 117569,35.105724423401284
declaration 117573,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[45764.0],budget 86566,declaration number 117574,31.23460816682833
declaration 117573,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 35.0]","[nan, 35.0]","[3.0, 3.0]","[45764.0, 45799.0]",budget 86566,declaration number 117574,31.23460816682833
declaration 117573,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 35.0, 9320.0]","[nan, 35.0, 9285.0]","[3.0, 3.0, 3.0]","[45764.0, 45799.0, 55084.0]",budget 86566,declaration number 117574,31.23460816682833
declaration 117573,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 35.0, 9320.0, 67195.0]","[nan, 35.0, 9285.0, 57875.0]","[3.0, 3.0, 3.0, 4.0]","[45764.0, 45799.0, 55084.0, 26559.0]",budget 86566,declaration number 117574,31.23460816682833
declaration 117573,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 35.0, 9320.0, 67195.0, 362915.0]","[nan, 35.0, 9285.0, 57875.0, 295720.0]","[3.0, 3.0, 3.0, 4.0, 0.0]","[45764.0, 45799.0, 55084.0, 26559.0, 63079.0]",budget 86566,declaration number 117574,31.23460816682833
declaration 117588,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[53599.0],budget 86566,declaration number 117589,31.11528578338684
declaration 117588,2,"['Declaration SUBMITTED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 133.0]","[nan, 133.0]","[3.0, 3.0]","[53599.0, 53732.0]",budget 86566,declaration number 117589,31.11528578338684
declaration 117588,3,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE']","[0.0, 133.0, 1726.0]","[nan, 133.0, 1593.0]","[3.0, 3.0, 3.0]","[53599.0, 53732.0, 55325.0]",budget 86566,declaration number 117589,31.11528578338684
declaration 117588,4,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 133.0, 1726.0, 10955498.0]","[nan, 133.0, 1593.0, 10953772.0]","[3.0, 3.0, 3.0, 4.0]","[53599.0, 53732.0, 55325.0, 36297.0]",budget 86566,declaration number 117589,31.11528578338684
declaration 117588,5,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 133.0, 1726.0, 10955498.0, 10955501.0]","[nan, 133.0, 1593.0, 10953772.0, 3.0]","[3.0, 3.0, 3.0, 4.0, 4.0]","[53599.0, 53732.0, 55325.0, 36297.0, 36300.0]",budget 86566,declaration number 117589,31.11528578338684
declaration 117588,6,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 133.0, 1726.0, 10955498.0, 10955501.0, 11394671.0]","[nan, 133.0, 1593.0, 10953772.0, 3.0, 439170.0]","[3.0, 3.0, 3.0, 4.0, 4.0, 2.0]","[53599.0, 53732.0, 55325.0, 36297.0, 36300.0, 43470.0]",budget 86566,declaration number 117589,31.11528578338684
declaration 117588,7,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 133.0, 1726.0, 10955498.0, 10955501.0, 11394671.0, 11466430.0]","[nan, 133.0, 1593.0, 10953772.0, 3.0, 439170.0, 71759.0]","[3.0, 3.0, 3.0, 4.0, 4.0, 2.0, 3.0]","[53599.0, 53732.0, 55325.0, 36297.0, 36300.0, 43470.0, 28829.0]",budget 86566,declaration number 117589,31.11528578338684
declaration 117588,8,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 133.0, 1726.0, 10955498.0, 10955501.0, 11394671.0, 11466430.0, 11481083.0]","[nan, 133.0, 1593.0, 10953772.0, 3.0, 439170.0, 71759.0, 14653.0]","[3.0, 3.0, 3.0, 4.0, 4.0, 2.0, 3.0, 3.0]","[53599.0, 53732.0, 55325.0, 36297.0, 36300.0, 43470.0, 28829.0, 43482.0]",budget 86566,declaration number 117589,31.11528578338684
declaration 117588,9,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 133.0, 1726.0, 10955498.0, 10955501.0, 11394671.0, 11466430.0, 11481083.0, 11846246.0]","[nan, 133.0, 1593.0, 10953772.0, 3.0, 439170.0, 71759.0, 14653.0, 365163.0]","[3.0, 3.0, 3.0, 4.0, 4.0, 2.0, 3.0, 3.0, 0.0]","[53599.0, 53732.0, 55325.0, 36297.0, 36300.0, 43470.0, 28829.0, 43482.0, 63045.0]",budget 86566,declaration number 117589,31.11528578338684
declaration 118411,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[55403.0],budget 86566,declaration number 118412,74.82643105079264
declaration 118411,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 3.0]","[nan, 3.0]","[3.0, 3.0]","[55403.0, 55406.0]",budget 86566,declaration number 118412,74.82643105079264
declaration 118411,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 3.0, 67429.0]","[nan, 3.0, 67426.0]","[3.0, 3.0, 4.0]","[55403.0, 55406.0, 36432.0]",budget 86566,declaration number 118412,74.82643105079264
declaration 118411,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 3.0, 67429.0, 590871.0]","[nan, 3.0, 67426.0, 523442.0]","[3.0, 3.0, 4.0, 3.0]","[55403.0, 55406.0, 36432.0, 41474.0]",budget 86566,declaration number 118412,74.82643105079264
declaration 118411,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 3.0, 67429.0, 590871.0, 958082.0]","[nan, 3.0, 67426.0, 523442.0, 367211.0]","[3.0, 3.0, 4.0, 3.0, 0.0]","[55403.0, 55406.0, 36432.0, 41474.0, 63085.0]",budget 86566,declaration number 118412,74.82643105079264
declaration 120004,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[56805.0],budget 86566,declaration number 120005,33.53561789326911
declaration 120004,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 9.0]","[nan, 9.0]","[3.0, 3.0]","[56805.0, 56814.0]",budget 86566,declaration number 120005,33.53561789326911
declaration 120004,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 9.0, 358.0]","[nan, 9.0, 349.0]","[3.0, 3.0, 3.0]","[56805.0, 56814.0, 57163.0]",budget 86566,declaration number 120005,33.53561789326911
declaration 120004,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 9.0, 358.0, 1684.0]","[nan, 9.0, 349.0, 1326.0]","[3.0, 3.0, 3.0, 3.0]","[56805.0, 56814.0, 57163.0, 58489.0]",budget 86566,declaration number 120005,33.53561789326911
declaration 120004,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 9.0, 358.0, 1684.0, 2740.0]","[nan, 9.0, 349.0, 1326.0, 1056.0]","[3.0, 3.0, 3.0, 3.0, 3.0]","[56805.0, 56814.0, 57163.0, 58489.0, 59545.0]",budget 86566,declaration number 120005,33.53561789326911
declaration 120004,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 9.0, 358.0, 1684.0, 2740.0, 351874.0]","[nan, 9.0, 349.0, 1326.0, 1056.0, 349134.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 0.0]","[56805.0, 56814.0, 57163.0, 58489.0, 59545.0, 63079.0]",budget 86566,declaration number 120005,33.53561789326911
declaration 120010,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[57945.0],budget 86566,declaration number 120011,82.87938984004815
declaration 120010,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 790.0]","[nan, 790.0]","[3.0, 3.0]","[57945.0, 58735.0]",budget 86566,declaration number 120011,82.87938984004815
