CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,VariantIndex,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 2772,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 496998.0]","[nan, 496998.0]","[1.0, 0.0]","[56928.0, 35526.0]",1,Value 1,Value 300,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2772,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 2']","[0.0, 496998.0, 509725.0]","[nan, 496998.0, 12727.0]","[1.0, 0.0, 0.0]","[56928.0, 35526.0, 48253.0]",1,Value 1,Value 300,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2772,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 2', 'Value 5']","[0.0, 496998.0, 509725.0, 2678492.0]","[nan, 496998.0, 12727.0, 2168767.0]","[1.0, 0.0, 0.0, 4.0]","[56928.0, 35526.0, 48253.0, 57020.0]",1,Value 1,Value 300,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2774,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[0.0],[42529.0],174,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2774,2,"['Assign seriousness', 'Resolve ticket']","['Value 14', 'Value 1']","[0.0, 263380.0]","[nan, 263380.0]","[0.0, 3.0]","[42529.0, 46709.0]",174,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2774,3,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket']","['Value 14', 'Value 1', 'Value 1']","[0.0, 263380.0, 263380.0]","[nan, 263380.0, 263380.0]","[0.0, 3.0, 3.0]","[42529.0, 46709.0, 46709.0]",174,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2774,4,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 14', 'Value 1', 'Value 1', 'Value 1']","[0.0, 263380.0, 263380.0, 273779.0]","[nan, 263380.0, 263380.0, 10399.0]","[0.0, 3.0, 3.0, 3.0]","[42529.0, 46709.0, 46709.0, 57108.0]",174,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2774,5,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 1', 'Value 1', 'Value 1', 'Value 1']","[0.0, 263380.0, 263380.0, 273779.0, 1451945.0]","[nan, 263380.0, 263380.0, 10399.0, 1178166.0]","[0.0, 3.0, 3.0, 3.0, 3.0]","[42529.0, 46709.0, 46709.0, 57108.0, 25674.0]",174,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2774,6,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 14', 'Value 1', 'Value 1', 'Value 1', 'Value 1', 'Value 3']","[0.0, 263380.0, 263380.0, 273779.0, 1451945.0, 2747964.0]","[nan, 263380.0, 263380.0, 10399.0, 1178166.0, 1296019.0]","[0.0, 3.0, 3.0, 3.0, 3.0, 4.0]","[42529.0, 46709.0, 46709.0, 57108.0, 25674.0, 25693.0]",174,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2775,1,['Assign seriousness'],['Value 12'],[0.0],[nan],[1.0],[56278.0],21,Value 1,Value 21,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2775,2,"['Assign seriousness', 'Assign seriousness']","['Value 12', 'Value 2']","[0.0, 145357.0]","[nan, 145357.0]","[1.0, 3.0]","[56278.0, 28835.0]",21,Value 1,Value 21,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2775,3,"['Assign seriousness', 'Assign seriousness', 'Resolve ticket']","['Value 12', 'Value 2', 'Value 2']","[0.0, 145357.0, 145382.0]","[nan, 145357.0, 25.0]","[1.0, 3.0, 3.0]","[56278.0, 28835.0, 28860.0]",21,Value 1,Value 21,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2775,4,"['Assign seriousness', 'Assign seriousness', 'Resolve ticket', 'Closed']","['Value 12', 'Value 2', 'Value 2', 'Value 5']","[0.0, 145357.0, 145382.0, 3801819.0]","[nan, 145357.0, 25.0, 3656437.0]","[1.0, 3.0, 3.0, 3.0]","[56278.0, 28835.0, 28860.0, 56497.0]",21,Value 1,Value 21,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2778,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[3.0],[52867.0],4,Value 1,Value 132,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2778,2,"['Assign seriousness', 'Assign seriousness']","['Value 2', 'Value 2']","[0.0, 21.0]","[nan, 21.0]","[3.0, 3.0]","[52867.0, 52888.0]",4,Value 1,Value 132,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2778,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 21.0, 29.0]","[nan, 21.0, 8.0]","[3.0, 3.0, 3.0]","[52867.0, 52888.0, 52896.0]",4,Value 1,Value 132,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2778,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 15']","[0.0, 21.0, 29.0, 413721.0]","[nan, 21.0, 8.0, 413692.0]","[3.0, 3.0, 3.0, 1.0]","[52867.0, 52888.0, 52896.0, 34588.0]",4,Value 1,Value 132,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2778,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 15', 'Value 5']","[0.0, 21.0, 29.0, 413721.0, 4147783.0]","[nan, 21.0, 8.0, 413692.0, 3734062.0]","[3.0, 3.0, 3.0, 1.0, 2.0]","[52867.0, 52888.0, 52896.0, 34588.0, 53450.0]",4,Value 1,Value 132,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2780,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[0.0],[56189.0],5,Value 1,Value 224,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2780,2,"['Assign seriousness', 'Resolve ticket']","['Value 2', 'Value 2']","[0.0, 1213.0]","[nan, 1213.0]","[0.0, 0.0]","[56189.0, 57402.0]",5,Value 1,Value 224,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2780,3,"['Assign seriousness', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 5']","[0.0, 1213.0, 2678625.0]","[nan, 1213.0, 2677412.0]","[0.0, 0.0, 3.0]","[56189.0, 57402.0, 56414.0]",5,Value 1,Value 224,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2785,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[32799.0],1,Value 1,Value 88,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2785,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 138.0]","[nan, 138.0]","[3.0, 3.0]","[32799.0, 32937.0]",1,Value 1,Value 88,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2785,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 138.0, 603657.0]","[nan, 138.0, 603519.0]","[3.0, 3.0, 3.0]","[32799.0, 32937.0, 31656.0]",1,Value 1,Value 88,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2785,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 138.0, 603657.0, 2855013.0]","[nan, 138.0, 603519.0, 2251356.0]","[3.0, 3.0, 3.0, 1.0]","[32799.0, 32937.0, 31656.0, 36612.0]",1,Value 1,Value 88,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2787,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[40116.0],1,Value 1,Value 155,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2787,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 11.0]","[nan, 11.0]","[1.0, 1.0]","[40116.0, 40127.0]",1,Value 1,Value 155,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2787,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 11.0, 11303.0]","[nan, 11.0, 11292.0]","[1.0, 1.0, 1.0]","[40116.0, 40127.0, 51419.0]",1,Value 1,Value 155,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2787,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 11.0, 11303.0, 2674970.0]","[nan, 11.0, 11292.0, 2663667.0]","[1.0, 1.0, 1.0, 4.0]","[40116.0, 40127.0, 51419.0, 36686.0]",1,Value 1,Value 155,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2791,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[57860.0],1,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2791,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 1980973.0]","[nan, 1980973.0]","[1.0, 3.0]","[57860.0, 51633.0]",1,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2791,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9']","[0.0, 1980973.0, 1981503.0]","[nan, 1980973.0, 530.0]","[1.0, 3.0, 3.0]","[57860.0, 51633.0, 52163.0]",1,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2791,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 9', 'Value 9', 'Value 3']","[0.0, 1980973.0, 1981503.0, 3277520.0]","[nan, 1980973.0, 530.0, 1296017.0]","[1.0, 3.0, 3.0, 4.0]","[57860.0, 51633.0, 52163.0, 52180.0]",1,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2795,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[52238.0],2,Value 1,Value 63,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2795,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 94339.0]","[nan, 94339.0]","[1.0, 2.0]","[52238.0, 60177.0]",2,Value 1,Value 63,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2795,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 2', 'Value 2']","[0.0, 94339.0, 94663.0]","[nan, 94339.0, 324.0]","[1.0, 2.0, 2.0]","[52238.0, 60177.0, 60501.0]",2,Value 1,Value 63,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2795,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2', 'Value 2']","[0.0, 94339.0, 94663.0, 1469469.0]","[nan, 94339.0, 324.0, 1374806.0]","[1.0, 2.0, 2.0, 4.0]","[52238.0, 60177.0, 60501.0, 52907.0]",2,Value 1,Value 63,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2795,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 1', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 94339.0, 94663.0, 1469469.0, 2765486.0]","[nan, 94339.0, 324.0, 1374806.0, 1296017.0]","[1.0, 2.0, 2.0, 4.0, 5.0]","[52238.0, 60177.0, 60501.0, 52907.0, 52924.0]",2,Value 1,Value 63,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2797,1,['Take in charge ticket'],['Value 1'],[0.0],[nan],[2.0],[46224.0],11,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2797,2,"['Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1']","[0.0, 1361413.0]","[nan, 1361413.0]","[2.0, 4.0]","[46224.0, 25237.0]",11,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2797,3,"['Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 3']","[0.0, 1361413.0, 2657432.0]","[nan, 1361413.0, 1296019.0]","[2.0, 4.0, 5.0]","[46224.0, 25237.0, 25256.0]",11,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2798,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[2.0],[38127.0],4,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2798,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 2']","[0.0, 313.0]","[nan, 313.0]","[2.0, 2.0]","[38127.0, 38440.0]",4,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2798,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 2', 'Value 2']","[0.0, 313.0, 321.0]","[nan, 313.0, 8.0]","[2.0, 2.0, 2.0]","[38127.0, 38440.0, 38448.0]",4,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2798,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 2', 'Value 2', 'Value 2']","[0.0, 313.0, 321.0, 2588943.0]","[nan, 313.0, 8.0, 2588622.0]","[2.0, 2.0, 2.0, 4.0]","[38127.0, 38440.0, 38448.0, 35070.0]",4,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2798,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 313.0, 321.0, 2588943.0, 5180970.0]","[nan, 313.0, 8.0, 2588622.0, 2592027.0]","[2.0, 2.0, 2.0, 4.0, 6.0]","[38127.0, 38440.0, 38448.0, 35070.0, 35097.0]",4,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2801,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[43823.0],3,Value 1,Value 196,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2801,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 78666.0]","[nan, 78666.0]","[0.0, 1.0]","[43823.0, 36089.0]",3,Value 1,Value 196,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2801,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 1', 'Value 1']","[0.0, 78666.0, 179552.0]","[nan, 78666.0, 100886.0]","[0.0, 1.0, 2.0]","[43823.0, 36089.0, 50575.0]",3,Value 1,Value 196,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2801,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 1', 'Value 1', 'Value 1', 'Value 1']","[0.0, 78666.0, 179552.0, 702838.0]","[nan, 78666.0, 100886.0, 523286.0]","[0.0, 1.0, 2.0, 1.0]","[43823.0, 36089.0, 50575.0, 55461.0]",3,Value 1,Value 196,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2801,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1', 'Value 1', 'Value 1']","[0.0, 78666.0, 179552.0, 702838.0, 944823.0]","[nan, 78666.0, 100886.0, 523286.0, 241985.0]","[0.0, 1.0, 2.0, 1.0, 4.0]","[43823.0, 36089.0, 50575.0, 55461.0, 38246.0]",3,Value 1,Value 196,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2801,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 78666.0, 179552.0, 702838.0, 944823.0, 3807013.0]","[nan, 78666.0, 100886.0, 523286.0, 241985.0, 2862190.0]","[0.0, 1.0, 2.0, 1.0, 4.0, 2.0]","[43823.0, 36089.0, 50575.0, 55461.0, 38246.0, 49236.0]",3,Value 1,Value 196,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2804,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[2.0],[54138.0],1,Value 1,Value 255,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 3
Case 2804,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 21']","[0.0, 4038854.0]","[nan, 4038854.0]","[2.0, 0.0]","[54138.0, 32192.0]",1,Value 1,Value 255,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 3
Case 2804,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 21', 'Value 21']","[0.0, 4038854.0, 4038860.0]","[nan, 4038854.0, 6.0]","[2.0, 0.0, 0.0]","[54138.0, 32192.0, 32198.0]",1,Value 1,Value 255,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 3
Case 2804,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 21', 'Value 21', 'Value 21']","[0.0, 4038854.0, 4038860.0, 4038868.0]","[nan, 4038854.0, 6.0, 8.0]","[2.0, 0.0, 0.0, 0.0]","[54138.0, 32192.0, 32198.0, 32206.0]",1,Value 1,Value 255,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 3
Case 2805,1,['Insert ticket'],['Value 5'],[0.0],[nan],[2.0],[47531.0],175,Value 1,Value 35,Value 3,Value 1,Value 3,Value 4,Value 2,Value 1,Value 4
Case 2805,2,"['Insert ticket', 'Assign seriousness']","['Value 5', 'Value 2']","[0.0, 1403.0]","[nan, 1403.0]","[2.0, 2.0]","[47531.0, 48934.0]",175,Value 1,Value 35,Value 3,Value 1,Value 3,Value 4,Value 2,Value 1,Value 4
Case 2805,3,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket']","['Value 5', 'Value 2', 'Value 2']","[0.0, 1403.0, 94975.0]","[nan, 1403.0, 93572.0]","[2.0, 2.0, 3.0]","[47531.0, 48934.0, 56106.0]",175,Value 1,Value 35,Value 3,Value 1,Value 3,Value 4,Value 2,Value 1,Value 4
Case 2805,4,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Assign seriousness']","['Value 5', 'Value 2', 'Value 2', 'Value 12']","[0.0, 1403.0, 94975.0, 161647.0]","[nan, 1403.0, 93572.0, 66672.0]","[2.0, 2.0, 3.0, 4.0]","[47531.0, 48934.0, 56106.0, 36378.0]",175,Value 1,Value 35,Value 3,Value 1,Value 3,Value 4,Value 2,Value 1,Value 4
Case 2805,5,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Assign seriousness', 'Assign seriousness']","['Value 5', 'Value 2', 'Value 2', 'Value 12', 'Value 12']","[0.0, 1403.0, 94975.0, 161647.0, 161647.0]","[nan, 1403.0, 93572.0, 66672.0, 66672.0]","[2.0, 2.0, 3.0, 4.0, 4.0]","[47531.0, 48934.0, 56106.0, 36378.0, 36378.0]",175,Value 1,Value 35,Value 3,Value 1,Value 3,Value 4,Value 2,Value 1,Value 4
Case 2805,6,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Assign seriousness', 'Assign seriousness', 'Wait']","['Value 5', 'Value 2', 'Value 2', 'Value 12', 'Value 12', 'Value 17']","[0.0, 1403.0, 94975.0, 161647.0, 161647.0, 172849.0]","[nan, 1403.0, 93572.0, 66672.0, 66672.0, 11202.0]","[2.0, 2.0, 3.0, 4.0, 4.0, 4.0]","[47531.0, 48934.0, 56106.0, 36378.0, 36378.0, 47580.0]",175,Value 1,Value 35,Value 3,Value 1,Value 3,Value 4,Value 2,Value 1,Value 4
Case 2805,7,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Assign seriousness', 'Assign seriousness', 'Wait', 'Take in charge ticket']","['Value 5', 'Value 2', 'Value 2', 'Value 12', 'Value 12', 'Value 17', 'Value 17']","[0.0, 1403.0, 94975.0, 161647.0, 161647.0, 172849.0, 172884.0]","[nan, 1403.0, 93572.0, 66672.0, 66672.0, 11202.0, 35.0]","[2.0, 2.0, 3.0, 4.0, 4.0, 4.0, 4.0]","[47531.0, 48934.0, 56106.0, 36378.0, 36378.0, 47580.0, 47615.0]",175,Value 1,Value 35,Value 3,Value 1,Value 3,Value 4,Value 2,Value 1,Value 4
Case 2805,8,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Assign seriousness', 'Assign seriousness', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 5', 'Value 2', 'Value 2', 'Value 12', 'Value 12', 'Value 17', 'Value 17', 'Value 17']","[0.0, 1403.0, 94975.0, 161647.0, 161647.0, 172849.0, 172884.0, 172905.0]","[nan, 1403.0, 93572.0, 66672.0, 66672.0, 11202.0, 35.0, 21.0]","[2.0, 2.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[47531.0, 48934.0, 56106.0, 36378.0, 36378.0, 47580.0, 47615.0, 47636.0]",175,Value 1,Value 35,Value 3,Value 1,Value 3,Value 4,Value 2,Value 1,Value 4
Case 2805,9,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Assign seriousness', 'Assign seriousness', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 5', 'Value 2', 'Value 2', 'Value 12', 'Value 12', 'Value 17', 'Value 17', 'Value 17', 'Value 5']","[0.0, 1403.0, 94975.0, 161647.0, 161647.0, 172849.0, 172884.0, 172905.0, 4064538.0]","[nan, 1403.0, 93572.0, 66672.0, 66672.0, 11202.0, 35.0, 21.0, 3891633.0]","[2.0, 2.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.0]","[47531.0, 48934.0, 56106.0, 36378.0, 36378.0, 47580.0, 47615.0, 47636.0, 51269.0]",175,Value 1,Value 35,Value 3,Value 1,Value 3,Value 4,Value 2,Value 1,Value 4
Case 2810,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[1.0],[36719.0],30,Value 1,Value 27,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2810,2,"['Assign seriousness', 'Assign seriousness']","['Value 2', 'Value 2']","[0.0, 14991.0]","[nan, 14991.0]","[1.0, 1.0]","[36719.0, 51710.0]",30,Value 1,Value 27,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2810,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 14991.0, 162608.0]","[nan, 14991.0, 147617.0]","[1.0, 1.0, 3.0]","[36719.0, 51710.0, 26527.0]",30,Value 1,Value 27,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2810,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 14991.0, 162608.0, 162619.0]","[nan, 14991.0, 147617.0, 11.0]","[1.0, 1.0, 3.0, 3.0]","[36719.0, 51710.0, 26527.0, 26538.0]",30,Value 1,Value 27,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2810,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 14991.0, 162608.0, 162619.0, 191229.0]","[nan, 14991.0, 147617.0, 11.0, 28610.0]","[1.0, 1.0, 3.0, 3.0, 3.0]","[36719.0, 51710.0, 26527.0, 26538.0, 55148.0]",30,Value 1,Value 27,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2810,6,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 14991.0, 162608.0, 162619.0, 191229.0, 2678911.0]","[nan, 14991.0, 147617.0, 11.0, 28610.0, 2487682.0]","[1.0, 1.0, 3.0, 3.0, 3.0, 4.0]","[36719.0, 51710.0, 26527.0, 26538.0, 55148.0, 37230.0]",30,Value 1,Value 27,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2818,1,['Insert ticket'],['Value 15'],[0.0],[nan],[1.0],[32375.0],7,Value 1,Value 34,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2818,2,"['Insert ticket', 'Assign seriousness']","['Value 15', 'Value 15']","[0.0, 49.0]","[nan, 49.0]","[1.0, 1.0]","[32375.0, 32424.0]",7,Value 1,Value 34,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2818,3,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket']","['Value 15', 'Value 15', 'Value 15']","[0.0, 49.0, 122.0]","[nan, 49.0, 73.0]","[1.0, 1.0, 1.0]","[32375.0, 32424.0, 32497.0]",7,Value 1,Value 34,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2818,4,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 15', 'Value 15', 'Value 15', 'Value 15']","[0.0, 49.0, 122.0, 857249.0]","[nan, 49.0, 73.0, 857127.0]","[1.0, 1.0, 1.0, 4.0]","[32375.0, 32424.0, 32497.0, 25624.0]",7,Value 1,Value 34,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2818,5,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 15', 'Value 15', 'Value 15', 'Value 15', 'Value 5']","[0.0, 49.0, 122.0, 857249.0, 3974446.0]","[nan, 49.0, 73.0, 857127.0, 3117197.0]","[1.0, 1.0, 1.0, 4.0, 5.0]","[32375.0, 32424.0, 32497.0, 25624.0, 32421.0]",7,Value 1,Value 34,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2819,1,['Insert ticket'],['Value 11'],[0.0],[nan],[0.0],[30891.0],176,Value 1,Value 222,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
